      xloc      yloc          depth         ave SR         max SR         #     start       end     max SR all
    -50.00    -20.00      22.036301       0.020762       0.020762        22      21.0      22.0       0.247833
    -50.00    -15.00      19.027229       0.025384       0.025384        22      21.0      22.0       0.247833
    -50.00    -10.00      16.018150       0.038034       0.038034        22      21.0      22.0       0.247833
    -50.00     -5.00      13.009080       0.040627       0.040627        22      21.0      22.0       0.247833
    -50.00      0.00      10.000000       0.041665       0.041665        22      21.0      22.0       0.247833
    -50.00      5.00       6.990920       0.033559       0.033559        22      21.0      22.0       0.247833
    -50.00     10.00       3.981850       0.020297       0.020297        22      21.0      22.0       0.247833
    -45.00    -20.00      22.036301       0.019027       0.019027        22      21.0      22.0       0.247833
    -45.00    -15.00      19.027229       0.033234       0.033234        22      21.0      22.0       0.247833
    -45.00    -10.00      16.018150       0.037908       0.037908        22      21.0      22.0       0.247833
    -45.00     -5.00      13.009080       0.046032       0.046032        22      21.0      22.0       0.247833
    -45.00      0.00      10.000000       0.047492       0.047492        22      21.0      22.0       0.247833
    -45.00      5.00       6.990920       0.042998       0.042998        22      21.0      22.0       0.247833
    -45.00     10.00       3.981850       0.031994       0.031994        22      21.0      22.0       0.247833
    -40.00    -20.00      22.036301       0.015744       0.015744        22      21.0      22.0       0.247833
    -40.00    -15.00      19.027229       0.029202       0.029202        22      21.0      22.0       0.247833
    -40.00    -10.00      16.018150       0.026223       0.026223        22      21.0      22.0       0.247833
    -40.00     -5.00      13.009080       0.026387       0.026387        22      21.0      22.0       0.247833
    -40.00      0.00      10.000000       0.024516       0.024516        22      21.0      22.0       0.247833
    -40.00      5.00       6.990920       0.024330       0.024330        22      21.0      22.0       0.247833
    -40.00     10.00       3.981850       0.027113       0.027113        22      21.0      22.0       0.247833
    -35.00    -20.00      22.036301       0.022095       0.022095        22      21.0      22.0       0.247833
    -35.00    -15.00      19.027229       0.003004       0.003004        22      21.0      22.0       0.247833
    -35.00    -10.00      16.018150       0.000000       0.000000        22      21.0      22.0       0.247833
    -35.00     -5.00      13.009080       0.000000       0.000000        22      21.0      22.0       0.247833
    -35.00      0.00      10.000000       0.000000       0.000000        22      21.0      22.0       0.247833
    -35.00      5.00       6.990920       0.000000       0.000000        22      21.0      22.0       0.247833
    -35.00     10.00       3.981850       0.000000       0.000000        22      21.0      22.0       0.247833
    -30.00    -20.00      22.036301       0.000000       0.000000        22      21.0      22.0       0.247833
    -30.00    -15.00      19.027229       0.000000       0.000000        22      21.0      22.0       0.247833
    -30.00    -10.00      16.018150       0.000000       0.000000        22      21.0      22.0       0.247833
    -30.00     -5.00      13.009080       0.000000       0.000000        22      21.0      22.0       0.247833
    -30.00      0.00      10.000000       0.000000       0.000000        22      21.0      22.0       0.247833
    -30.00      5.00       6.990920       0.000000       0.000000        22      21.0      22.0       0.247833
    -30.00     10.00       3.981850       0.000000       0.000000        22      21.0      22.0       0.247833
    -25.00    -20.00      22.036301       0.000000       0.000000        22      21.0      22.0       0.247833
    -25.00    -15.00      19.027229       0.000000       0.000000        22      21.0      22.0       0.247833
    -25.00    -10.00      16.018150       0.000000       0.000000        22      21.0      22.0       0.247833
    -25.00     -5.00      13.009080       0.000000       0.000000        22      21.0      22.0       0.247833
    -25.00      0.00      10.000000       0.000000       0.000000        22      21.0      22.0       0.247833
