   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1      27.403500      38.030529      22.036301     0.208   182.415    13.201    91.291     1.088    76.802    89.697    -50.00    -20.00    1
    2      27.346550      38.030788      22.036301     0.238   153.792    10.798    71.250   352.856    79.781    93.508    -45.00    -20.00    1
    3      27.289600      38.031029      22.036301     0.207   102.261    26.526    69.605   304.826    65.254    99.868    -40.00    -20.00    0
    4      27.232651      38.031231      22.036301     0.283    84.868    39.359    65.646   295.215    54.708   108.688    -35.00    -20.00    0
    5      27.175699      38.031410      22.036301     0.283    94.911    43.675    86.681   279.495    46.417    93.164    -30.00    -20.00    0
    6      27.118750      38.031559      22.036301     0.185   135.707    34.824   130.048   270.030    64.078    65.887    -25.00    -20.00    0
    7      27.061800      38.031689      22.036301     0.093   109.736    74.462    40.332     6.923    51.424   159.962    -20.00    -20.00    1
    8      27.004850      38.031780      22.036301     0.167   125.663    81.683    57.917    22.671    33.032   164.612    -15.00    -20.00    1
    9      26.947901      38.031849      22.036301     0.182   116.654    84.782    83.265   349.054     8.512   142.093    -10.00    -20.00    1
   10      26.890949      38.031891      22.036301     0.134   183.071    53.224    32.299    72.341    64.659   138.514     -5.00    -20.00    1
   11      26.834009      38.031898      22.036301     0.114   263.014    64.258   147.749     8.339    61.271    29.688      0.00    -20.00    0
   12      26.777050      38.031891      22.036301     0.185   271.842    75.733   135.392    15.504    47.110    19.655      5.00    -20.00    0
   13      26.720100      38.031849      22.036301     0.248   106.491    89.563  -117.417    15.649    27.420    -0.947     10.00    -20.00    1
   14      26.663151      38.031780      22.036301     0.240   280.153    84.928   124.400    17.510    34.727     8.928     15.00    -20.00    0
   15      26.606199      38.031689      22.036301     0.177    25.815    30.009    25.012   273.816    77.792   117.627     20.00    -20.00    0
   16      26.549250      38.031559      22.036301     0.178    92.666    88.074  -112.739   358.081    22.817    -4.972     25.00    -20.00    1
   17      26.492300      38.031410      22.036301     0.163     3.173    45.946    24.640   255.484    72.565   133.212     30.00    -20.00    0
   18      26.435350      38.031231      22.036301     0.175    60.436    42.973   103.929   221.712    48.577    77.360     35.00    -20.00    1
   19      26.378401      38.031029      22.036301     0.214   191.197    64.444    57.337    67.260    40.580   138.459     40.00    -20.00    1
   20      26.321449      38.030788      22.036301     0.185   207.155    70.314    76.853    61.892    23.527   122.446     45.00    -20.00    1
   21      26.264500      38.030529      22.036301     0.085   345.906    45.294    18.359   242.765    77.064   133.798     50.00    -20.00    0
   22      27.403231      37.994560      19.027229     0.196   193.149    13.120   103.592   359.207    77.254    86.865    -50.00    -15.00    1
   23      27.346300      37.994820      19.027229     0.273     1.756    79.148    94.048   161.154    11.574    69.783    -45.00    -15.00    1
   24      27.289379      37.995049      19.027229     0.300   142.458    19.274    66.881   346.795    72.327    97.818    -40.00    -15.00    1
   25      27.232460      37.995258      19.027229     0.285    82.293    41.995    55.575   304.974    56.503   116.973    -35.00    -15.00    0
   26      27.175541      37.995441      19.027229     0.299    95.450    47.608    78.424   292.350    43.653   102.398    -30.00    -15.00    0
   27      27.118610      37.995590      19.027229     0.233   138.804    49.240   122.528   274.476    50.310    58.043    -25.00    -15.00    0
   28      27.061689      37.995708      19.027229     0.210   107.103    79.407    40.820     8.080    50.019   166.119    -20.00    -15.00    1
   29      27.004770      37.995811      19.027229     0.219   125.284    77.829    53.962    19.122    37.772   159.866    -15.00    -15.00    1
   30      26.947840      37.995880      19.027229     0.204   166.143    45.820    21.801    60.567    74.553   133.695    -10.00    -15.00    1
   31      26.890921      37.995918      19.027229     0.231   344.666    89.133    -3.638    74.721    86.362  -179.131     -5.00    -15.00    1
   32      26.834009      37.995930      19.027229     0.282   357.709    63.764    -0.051    87.732    89.954  -153.764      0.00    -15.00    1
   33      26.777081      37.995918      19.027229     0.357   276.048    86.755   137.575     9.009    47.659     4.392      5.00    -15.00    0
   34      26.720160      37.995880      19.027229     0.402   283.561    89.532   126.001    14.204    36.004     0.796     10.00    -15.00    0
   35      26.663231      37.995811      19.027229     0.395   104.891    88.555  -122.714    12.644    32.743    -2.672     15.00    -15.00    1
   36      26.606310      37.995708      19.027229     0.343   111.156    85.068  -111.992     9.139    22.512   -12.976     20.00    -15.00    1
   37      26.549391      37.995590      19.027229     0.315   117.360    82.390   -94.558   328.404     8.864   -59.260     25.00    -15.00    1
   38      26.492460      37.995441      19.027229     0.275    97.118    84.726  -114.254   355.588    24.787   -12.664     30.00    -15.00    1
   39      26.435539      37.995258      19.027229     0.249    15.966    40.725    41.617   252.016    64.322   122.766     35.00    -15.00    0
   40      26.378620      37.995049      19.027229     0.277   190.410    62.526    51.740    70.082    45.841   139.978     40.00    -15.00    1
   41      26.321699      37.994820      19.027229     0.266   184.505    70.378    54.779    69.065    39.692   148.277     45.00    -15.00    1
   42      26.264771      37.994560      19.027229     0.155   183.316    74.182    66.257    61.530    28.274   144.868     50.00    -15.00    1
   43      27.402950      37.958580      16.018150     0.236   176.091     8.355    82.847     3.320    81.710    91.048    -50.00    -10.00    1
   44      27.346060      37.958839      16.018150     0.354   122.696     7.402    37.569   355.359    85.495    95.879    -45.00    -10.00    1
   45      27.289160      37.959068      16.018150     0.317   157.216     9.253    72.214   355.221    81.193    92.849    -40.00    -10.00    1
