      xloc      yloc          depth         ave SR         max SR         #     start       end     max SR all       strike 1       strike 2          dip 1          dip 2         rake 1         rake 2
    -50.00    -20.00      22.036301       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00    -15.00      19.027229       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00    -10.00      16.018150       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00     -5.00      13.009080       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00      0.00      10.000000       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00      5.00       6.990920       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00     10.00       3.981850       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -45.00    -20.00      22.036301       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -45.00    -15.00      19.027229       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -45.00    -10.00      16.018150       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -45.00     -5.00      13.009080       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -45.00      0.00      10.000000       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -45.00      5.00       6.990920       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -45.00     10.00       3.981850       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00    -20.00      22.036301       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00    -15.00      19.027229       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00    -10.00      16.018150       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00     -5.00      13.009080       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00      0.00      10.000000       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00      5.00       6.990920       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00     10.00       3.981850       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -35.00    -20.00      22.036301       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -35.00    -15.00      19.027229       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -35.00    -10.00      16.018150       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -35.00     -5.00      13.009080       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -35.00      0.00      10.000000       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -35.00      5.00       6.990920       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -35.00     10.00       3.981850       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00    -20.00      22.036301       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00    -15.00      19.027229       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00    -10.00      16.018150       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00     -5.00      13.009080       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00      0.00      10.000000       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00      5.00       6.990920       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00     10.00       3.981850       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -25.00    -20.00      22.036301       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -25.00    -15.00      19.027229       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -25.00    -10.00      16.018150       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -25.00     -5.00      13.009080       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -25.00      0.00      10.000000       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -25.00      5.00       6.990920       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -25.00     10.00       3.981850       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00    -20.00      22.036301       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00    -15.00      19.027229       0.002759       0.002759         5       4.0       5.0       0.247833     129.059998     238.529999      46.220001      70.820000     -27.070000    -132.899994
    -20.00    -10.00      16.018150       0.035962       0.035962         5       4.0       5.0       0.247833     353.220001     241.690002      81.739998      21.590000      69.980003     157.009995
    -20.00     -5.00      13.009080       0.045649       0.045649         5       4.0       5.0       0.247833     146.580002     254.669998      76.050003      38.669998     -53.570000    -157.300003
    -20.00      0.00      10.000000       0.021516       0.021516         5       4.0       5.0       0.247833      72.430000     313.269989      79.160004      21.450001    -108.629997     -30.940001
    -20.00      5.00       6.990920       0.025579       0.025579         5       4.0       5.0       0.247833     134.320007      39.360001      47.070000      84.690002    -172.740005     -43.160000
    -20.00     10.00       3.981850       0.031178       0.031178         5       4.0       5.0       0.247833      77.680000     171.880005       8.900000      89.339996     175.759995      81.129997
    -15.00    -20.00      22.036301       0.002256       0.002256         5       4.0       5.0       0.247833     131.899994     251.229996      42.919998      65.510002     -37.490002    -126.419998
    -15.00    -15.00      19.027229       0.020871       0.020871         5       4.0       5.0       0.247833     154.779999     250.009995      78.629997      65.599998     -24.920000    -167.500000
    -15.00    -10.00      16.018150       0.081492       0.081492         5       4.0       5.0       0.247833     145.990005     252.300003      70.190002      52.070000     -40.799999    -154.550003
    -15.00     -5.00      13.009080       0.106125       0.106125         5       4.0       5.0       0.247833     134.199997     244.259995      62.060001      57.110001     -37.930000    -146.080002
    -15.00      0.00      10.000000       0.094048       0.094048         5       4.0       5.0       0.247833     126.410004     244.619995      60.349998      50.290001     -47.320000    -139.979996
    -15.00      5.00       6.990920       0.075955       0.075955         5       4.0       5.0       0.247833      88.470001     292.829987      55.860001      36.660000    -104.260002     -70.029999
    -15.00     10.00       3.981850       0.075806       0.075806         5       4.0       5.0       0.247833      74.559998     314.010010      62.459999      45.730000    -128.070007     -40.220001
    -10.00    -20.00      22.036301       0.020984       0.020984         5       4.0       5.0       0.247833      81.080002     322.440002      30.290001      74.360001    -147.690002     -63.730000
    -10.00    -15.00      19.027229       0.056659       0.056659         5       4.0       5.0       0.247833     349.690002     259.589996      89.910004      42.169998      47.830002     179.869995
    -10.00    -10.00      16.018150       0.100983       0.100983         5       4.0       5.0       0.247833     148.929993     254.940002      72.250000      49.240002     -43.270000    -156.270004
    -10.00     -5.00      13.009080       0.136568       0.136568         5       4.0       5.0       0.247833     134.339996     249.429993      59.990002      53.720001     -43.110001    -141.649994
    -10.00      0.00      10.000000       0.141772       0.141772         5       4.0       5.0       0.247833     123.059998     252.500000      53.230000      49.630001     -53.959999    -128.220001
    -10.00      5.00       6.990920       0.142511       0.142511         5       4.0       5.0       0.247833     104.489998     270.170013      48.459999      42.439999     -80.400002    -100.669998
    -10.00     10.00       3.981850       0.122597       0.122597         5       4.0       5.0       0.247833      94.059998     283.119995      47.650002      42.709999     -96.139999     -83.309998
     -5.00    -20.00      22.036301       0.021304       0.021304         5       4.0       5.0       0.247833      92.349998     330.410004      46.840000      60.570000    -137.649994     -51.759998
     -5.00    -15.00      19.027229       0.053049       0.053049         5       4.0       5.0       0.247833     116.400002     308.970001      58.639999      31.980000     -96.620003     -79.290001
     -5.00    -10.00      16.018150       0.090346       0.090346         5       4.0       5.0       0.247833     140.970001     263.109985      63.380001      43.299999     -54.500000    -139.199997
     -5.00     -5.00      13.009080       0.146238       0.146238         5       4.0       5.0       0.247833     128.690002     261.029999      55.709999      45.360001     -58.270000    -127.639999
     -5.00      0.00      10.000000       0.169646       0.169646         5       4.0       5.0       0.247833     118.540001     260.750000      49.560001      47.160000     -63.299999    -117.800003
     -5.00      5.00       6.990920       0.184517       0.184517         5       4.0       5.0       0.247833     107.300003     267.510010      46.889999      44.849998     -76.190002    -104.309998
     -5.00     10.00       3.981850       0.172248       0.172248         5       4.0       5.0       0.247833     102.550003     269.390015      45.570000      45.189999     -80.709999     -99.349998
      0.00    -20.00      22.036301       0.012128       0.012128         5       4.0       5.0       0.247833     105.870003     359.510010      70.379997      51.700001    -138.850006     -25.330000
      0.00    -15.00      19.027229       0.069331       0.069331         5       4.0       5.0       0.247833      95.330002     332.989990      61.540001      45.369999    -126.959999     -42.029999
      0.00    -10.00      16.018150       0.092552       0.092552         5       4.0       5.0       0.247833      99.669998     321.369995      58.000000      39.930000    -115.279999     -55.650002
      0.00     -5.00      13.009080       0.138358       0.138358         5       4.0       5.0       0.247833     116.610001     280.130005      50.560001      40.619999     -79.360001    -102.650002
      0.00      0.00      10.000000       0.167954       0.167954         5       4.0       5.0       0.247833     115.070000     269.470001      47.700001      45.259998     -72.129997    -108.639999
      0.00      5.00       6.990920       0.188150       0.188150         5       4.0       5.0       0.247833     104.500000     271.839996      45.709999      44.990002     -81.080002     -99.029999
      0.00     10.00       3.981850       0.183681       0.183681         5       4.0       5.0       0.247833     103.870003     266.869995      45.049999      46.230000     -77.809998    -101.940002
      5.00    -20.00      22.036301       0.013836       0.013836         5       4.0       5.0       0.247833      34.889999     287.029999      26.129999      81.449997      19.740000     114.779999
      5.00    -15.00      19.027229       0.062728       0.062728         5       4.0       5.0       0.247833      96.360001     338.149994      58.340000      52.529999    -134.380005     -41.410000
      5.00    -10.00      16.018150       0.094669       0.094669         5       4.0       5.0       0.247833      95.239998     325.709991      58.860001      43.509998    -122.070000     -48.689999
      5.00     -5.00      13.009080       0.123461       0.123461         5       4.0       5.0       0.247833     112.570000     294.049988      49.549999      40.459999     -90.959999     -88.870003
      5.00      0.00      10.000000       0.145354       0.145354         5       4.0       5.0       0.247833     115.220001     277.920013      48.480000      42.840000     -78.330002    -102.870003
      5.00      5.00       6.990920       0.158016       0.158016         5       4.0       5.0       0.247833     106.379997     274.040009      46.570000      44.099998     -81.449997     -98.919998
      5.00     10.00       3.981850       0.168180       0.168180         5       4.0       5.0       0.247833     105.400002     266.410004      46.220001      45.380001     -76.599998    -103.589996
     10.00    -20.00      22.036301       0.025406       0.025406         5       4.0       5.0       0.247833     129.990005     243.970001      76.720001      30.139999     -62.689999    -152.779999
     10.00    -15.00      19.027229       0.048529       0.048529         5       4.0       5.0       0.247833      91.470001     332.809998      56.660000      53.910000    -135.160004     -42.849998
     10.00    -10.00      16.018150       0.086689       0.086689         5       4.0       5.0       0.247833      93.190002     325.220001      61.180000      41.799999    -121.699997     -46.320000
     10.00     -5.00      13.009080       0.095938       0.095938         5       4.0       5.0       0.247833     104.849998     313.339996      53.410000      40.180000    -107.930000     -67.480003
     10.00      0.00      10.000000       0.094960       0.094960         5       4.0       5.0       0.247833     119.500000     291.149994      49.450001      40.849998     -84.540001     -96.339996
     10.00      5.00       6.990920       0.104260       0.104260         5       4.0       5.0       0.247833     115.830002     276.070007      49.830002      41.889999     -76.959999    -104.970001
     10.00     10.00       3.981850       0.119847       0.119847         5       4.0       5.0       0.247833     112.129997     261.959991      47.419998      46.740002     -68.529999    -111.720001
     15.00    -20.00      22.036301       0.002365       0.002365         5       4.0       5.0       0.247833       6.870000     274.140015      22.360001      88.879997       2.950000     112.330002
     15.00    -15.00      19.027229       0.036245       0.036245         5       4.0       5.0       0.247833     103.550003       3.030000      27.010000      84.680000    -168.220001     -63.480000
     15.00    -10.00      16.018150       0.066691       0.066691         5       4.0       5.0       0.247833      85.989998     319.359985      66.309998      36.320000    -118.379997     -42.700001
     15.00     -5.00      13.009080       0.057904       0.057904         5       4.0       5.0       0.247833     100.220001     335.019989      63.160000      41.270000    -122.620003     -43.180000
     15.00      0.00      10.000000       0.046161       0.046161         5       4.0       5.0       0.247833     122.790001     320.549988      57.590000      33.689999     -99.739998     -75.080002
     15.00      5.00       6.990920       0.059476       0.059476         5       4.0       5.0       0.247833     130.449997     274.320007      57.070000      38.730000     -68.360001    -119.660004
     15.00     10.00       3.981850       0.063855       0.063855         5       4.0       5.0       0.247833     125.349998     248.509995      46.250000      60.250000     -43.380001    -127.209999
     20.00    -20.00      22.036301       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     20.00    -15.00      19.027229       0.002331       0.002331         5       4.0       5.0       0.247833     111.269997     223.369995      31.559999      76.989998     154.520004      60.990002
     20.00    -10.00      16.018150       0.031751       0.031751         5       4.0       5.0       0.247833      77.339996     259.399994      13.720000      76.290001      88.000000      90.489998
     20.00     -5.00      13.009080       0.031377       0.031377         5       4.0       5.0       0.247833      72.639999     276.489990      20.490000      71.129997      67.500000      98.139999
     20.00      0.00      10.000000       0.026060       0.026060         5       4.0       5.0       0.247833      55.419998     295.250000      16.270000      81.650002      31.200001     104.019997
     20.00      5.00       6.990920       0.028353       0.028353         5       4.0       5.0       0.247833      88.690002     232.929993      27.889999      66.760002     -57.520000    -105.860001
     20.00     10.00       3.981850       0.037202       0.037202         5       4.0       5.0       0.247833     132.600006     261.089996      59.570000      43.349998     -57.500000    -132.449997
     25.00    -20.00      22.036301       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     25.00    -15.00      19.027229       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     25.00    -10.00      16.018150       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     25.00     -5.00      13.009080       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     25.00      0.00      10.000000       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     25.00      5.00       6.990920       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     25.00     10.00       3.981850       0.000000       0.000000         5       4.0       5.0       0.247833     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
