      xloc      yloc          depth         ave SR         max SR         #     start       end     max SR all
    -50.00    -20.00      25.972710       0.032113       0.032113        18      17.0      18.0       0.332179
    -50.00    -15.00      21.979530       0.023135       0.023135        18      17.0      18.0       0.332179
    -50.00    -10.00      17.986361       0.027174       0.027174        18      17.0      18.0       0.332179
    -50.00     -5.00      13.993180       0.038421       0.038421        18      17.0      18.0       0.332179
    -50.00      0.00      10.000000       0.033997       0.033997        18      17.0      18.0       0.332179
    -50.00      5.00       6.006820       0.047409       0.047409        18      17.0      18.0       0.332179
    -50.00     10.00       2.013640       0.061348       0.061348        18      17.0      18.0       0.332179
    -45.00    -20.00      25.972710       0.047966       0.047966        18      17.0      18.0       0.332179
    -45.00    -15.00      21.979530       0.036148       0.036148        18      17.0      18.0       0.332179
    -45.00    -10.00      17.986361       0.038068       0.038068        18      17.0      18.0       0.332179
    -45.00     -5.00      13.993180       0.048117       0.048117        18      17.0      18.0       0.332179
    -45.00      0.00      10.000000       0.069704       0.069704        18      17.0      18.0       0.332179
    -45.00      5.00       6.006820       0.090964       0.090964        18      17.0      18.0       0.332179
    -45.00     10.00       2.013640       0.110226       0.110226        18      17.0      18.0       0.332179
    -40.00    -20.00      25.972710       0.058066       0.058066        18      17.0      18.0       0.332179
    -40.00    -15.00      21.979530       0.050872       0.050872        18      17.0      18.0       0.332179
    -40.00    -10.00      17.986361       0.037822       0.037822        18      17.0      18.0       0.332179
    -40.00     -5.00      13.993180       0.056236       0.056236        18      17.0      18.0       0.332179
    -40.00      0.00      10.000000       0.091398       0.091398        18      17.0      18.0       0.332179
    -40.00      5.00       6.006820       0.120863       0.120863        18      17.0      18.0       0.332179
    -40.00     10.00       2.013640       0.135266       0.135266        18      17.0      18.0       0.332179
    -35.00    -20.00      25.972710       0.058776       0.058776        18      17.0      18.0       0.332179
    -35.00    -15.00      21.979530       0.061913       0.061913        18      17.0      18.0       0.332179
    -35.00    -10.00      17.986361       0.038795       0.038795        18      17.0      18.0       0.332179
    -35.00     -5.00      13.993180       0.048239       0.048239        18      17.0      18.0       0.332179
    -35.00      0.00      10.000000       0.093428       0.093428        18      17.0      18.0       0.332179
    -35.00      5.00       6.006820       0.125309       0.125309        18      17.0      18.0       0.332179
    -35.00     10.00       2.013640       0.132696       0.132696        18      17.0      18.0       0.332179
    -30.00    -20.00      25.972710       0.048315       0.048315        18      17.0      18.0       0.332179
    -30.00    -15.00      21.979530       0.066924       0.066924        18      17.0      18.0       0.332179
    -30.00    -10.00      17.986361       0.032859       0.032859        18      17.0      18.0       0.332179
    -30.00     -5.00      13.993180       0.032132       0.032132        18      17.0      18.0       0.332179
    -30.00      0.00      10.000000       0.074707       0.074707        18      17.0      18.0       0.332179
    -30.00      5.00       6.006820       0.093070       0.093070        18      17.0      18.0       0.332179
    -30.00     10.00       2.013640       0.099097       0.099097        18      17.0      18.0       0.332179
    -25.00    -20.00      25.972710       0.026750       0.026750        18      17.0      18.0       0.332179
    -25.00    -15.00      21.979530       0.046222       0.046222        18      17.0      18.0       0.332179
    -25.00    -10.00      17.986361       0.017989       0.017989        18      17.0      18.0       0.332179
    -25.00     -5.00      13.993180       0.019022       0.019022        18      17.0      18.0       0.332179
    -25.00      0.00      10.000000       0.046448       0.046448        18      17.0      18.0       0.332179
    -25.00      5.00       6.006820       0.037839       0.037839        18      17.0      18.0       0.332179
    -25.00     10.00       2.013640       0.041981       0.041981        18      17.0      18.0       0.332179
    -20.00    -20.00      25.972710       0.017681       0.017681        18      17.0      18.0       0.332179
    -20.00    -15.00      21.979530       0.003038       0.003038        18      17.0      18.0       0.332179
    -20.00    -10.00      17.986361       0.000000       0.000000        18      17.0      18.0       0.332179
    -20.00     -5.00      13.993180       0.000000       0.000000        18      17.0      18.0       0.332179
    -20.00      0.00      10.000000       0.000000       0.000000        18      17.0      18.0       0.332179
    -20.00      5.00       6.006820       0.000000       0.000000        18      17.0      18.0       0.332179
    -20.00     10.00       2.013640       0.000000       0.000000        18      17.0      18.0       0.332179
    -15.00    -20.00      25.972710       0.005906       0.005906        18      17.0      18.0       0.332179
    -15.00    -15.00      21.979530       0.000000       0.000000        18      17.0      18.0       0.332179
    -15.00    -10.00      17.986361       0.000000       0.000000        18      17.0      18.0       0.332179
    -15.00     -5.00      13.993180       0.000000       0.000000        18      17.0      18.0       0.332179
    -15.00      0.00      10.000000       0.000000       0.000000        18      17.0      18.0       0.332179
    -15.00      5.00       6.006820       0.000000       0.000000        18      17.0      18.0       0.332179
    -15.00     10.00       2.013640       0.000000       0.000000        18      17.0      18.0       0.332179
    -10.00    -20.00      25.972710       0.000000       0.000000        18      17.0      18.0       0.332179
    -10.00    -15.00      21.979530       0.000000       0.000000        18      17.0      18.0       0.332179
    -10.00    -10.00      17.986361       0.000000       0.000000        18      17.0      18.0       0.332179
    -10.00     -5.00      13.993180       0.000000       0.000000        18      17.0      18.0       0.332179
    -10.00      0.00      10.000000       0.000000       0.000000        18      17.0      18.0       0.332179
    -10.00      5.00       6.006820       0.000000       0.000000        18      17.0      18.0       0.332179
    -10.00     10.00       2.013640       0.000000       0.000000        18      17.0      18.0       0.332179
