   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1      26.254890      37.825809      25.972710     0.244   330.485    72.138   -23.223    67.982    67.957  -160.676    -50.00    -20.00    0
    2      26.311411      37.821369      25.972710     0.257   177.865    62.295    60.791    48.120    39.396   132.902    -45.00    -20.00    1
    3      26.367910      37.816898      25.972710     0.343    65.701    38.356   108.737   222.310    54.009    75.738    -40.00    -20.00    0
    4      26.424410      37.812401      25.972710     0.433    66.467    45.419    81.406   258.618    45.230    98.622    -35.00    -20.00    0
    5      26.480909      37.807869      25.972710     0.424    53.336    48.741    61.972   272.248    48.427   118.176    -30.00    -20.00    0
    6      26.537390      37.803322      25.972710     0.382    51.111    50.294    56.381   277.254    50.160   123.694    -25.00    -20.00    0
    7      26.593870      37.798740      25.972710     0.288    60.004    48.873    63.548   277.109    47.593   117.028    -20.00    -20.00    0
    8      26.650351      37.794128      25.972710     0.260    76.558    39.250    67.030   285.251    54.371   107.685    -15.00    -20.00    0
    9      26.706810      37.789501      25.972710     0.288    70.917    44.247    48.273   302.145    58.618   122.956    -10.00    -20.00    0
   10      26.763269      37.784840      25.972710     0.262    71.695    41.532    50.709   299.240    59.126   119.288     -5.00    -20.00    0
   11      26.819719      37.780151      25.972710     0.280    80.844    37.008    63.837   292.443    57.299   108.384      0.00    -20.00    0
   12      26.876160      37.775440      25.972710     0.289    94.268    31.227    66.856   300.826    61.529   103.403      5.00    -20.00    0
   13      26.932600      37.770691      25.972710     0.323   118.991    25.900    72.975   317.789    65.313    98.091     10.00    -20.00    0
   14      26.989031      37.765919      25.972710     0.259   168.616    24.592    98.859   338.890    65.720    85.968     15.00    -20.00    1
   15      27.045450      37.761120      25.972710     0.329    57.610    54.970    76.435   260.409    37.250   108.500     20.00    -20.00    0
   16      27.101860      37.756302      25.972710     0.361    73.269    57.163    88.874   255.344    32.854    91.743     25.00    -20.00    0
   17      27.158270      37.751450      25.972710     0.285    71.044    58.428    79.605   270.353    33.071   106.363     30.00    -20.00    0
   18      27.214670      37.746571      25.972710     0.264    81.327    53.244    87.913   264.812    36.807    92.792     35.00    -20.00    0
   19      27.271061      37.741669      25.972710     0.291   113.628    19.106    54.436   330.742    74.558   101.391     40.00    -20.00    0
   20      27.327450      37.736729      25.972710     0.306   183.588    10.172   104.954   348.406    80.176    87.349     45.00    -20.00    1
   21      27.383829      37.731781      25.972710     0.278   159.159    11.646    73.415   356.073    78.845    93.367     50.00    -20.00    1
   22      26.258261      37.852791      21.979530     0.268   332.270    76.089    -9.949    64.685    80.346  -165.886    -50.00    -15.00    0
