      xloc      yloc          depth         ave SR         max SR         #     start       end     max SR all
    -50.00    -20.00      27.492390       0.023034       0.023034        24      23.0      24.0       0.222827
    -50.00    -15.00      23.119301       0.018142       0.018142        24      23.0      24.0       0.222827
    -50.00    -10.00      18.746201       0.025245       0.025245        24      23.0      24.0       0.222827
    -50.00     -5.00      14.373100       0.037459       0.037459        24      23.0      24.0       0.222827
    -50.00      0.00      10.000000       0.023624       0.023624        24      23.0      24.0       0.222827
    -50.00      5.00       5.626900       0.011811       0.011811        24      23.0      24.0       0.222827
    -40.00    -20.00      27.492390       0.000000       0.000000        24      23.0      24.0       0.222827
    -40.00    -15.00      23.119301       0.000000       0.000000        24      23.0      24.0       0.222827
    -40.00    -10.00      18.746201       0.000000       0.000000        24      23.0      24.0       0.222827
    -40.00     -5.00      14.373100       0.000000       0.000000        24      23.0      24.0       0.222827
    -40.00      0.00      10.000000       0.000000       0.000000        24      23.0      24.0       0.222827
    -40.00      5.00       5.626900       0.000000       0.000000        24      23.0      24.0       0.222827
    -30.00    -20.00      27.492390       0.000000       0.000000        24      23.0      24.0       0.222827
    -30.00    -15.00      23.119301       0.000000       0.000000        24      23.0      24.0       0.222827
    -30.00    -10.00      18.746201       0.000000       0.000000        24      23.0      24.0       0.222827
    -30.00     -5.00      14.373100       0.000000       0.000000        24      23.0      24.0       0.222827
    -30.00      0.00      10.000000       0.000000       0.000000        24      23.0      24.0       0.222827
    -30.00      5.00       5.626900       0.000000       0.000000        24      23.0      24.0       0.222827
    -20.00    -20.00      27.492390       0.000000       0.000000        24      23.0      24.0       0.222827
    -20.00    -15.00      23.119301       0.000000       0.000000        24      23.0      24.0       0.222827
    -20.00    -10.00      18.746201       0.000000       0.000000        24      23.0      24.0       0.222827
    -20.00     -5.00      14.373100       0.000000       0.000000        24      23.0      24.0       0.222827
    -20.00      0.00      10.000000       0.000000       0.000000        24      23.0      24.0       0.222827
    -20.00      5.00       5.626900       0.000000       0.000000        24      23.0      24.0       0.222827
    -10.00    -20.00      27.492390       0.000000       0.000000        24      23.0      24.0       0.222827
    -10.00    -15.00      23.119301       0.000000       0.000000        24      23.0      24.0       0.222827
    -10.00    -10.00      18.746201       0.000000       0.000000        24      23.0      24.0       0.222827
    -10.00     -5.00      14.373100       0.000000       0.000000        24      23.0      24.0       0.222827
    -10.00      0.00      10.000000       0.000000       0.000000        24      23.0      24.0       0.222827
    -10.00      5.00       5.626900       0.000000       0.000000        24      23.0      24.0       0.222827
      0.00    -20.00      27.492390       0.000000       0.000000        24      23.0      24.0       0.222827
      0.00    -15.00      23.119301       0.000000       0.000000        24      23.0      24.0       0.222827
      0.00    -10.00      18.746201       0.000000       0.000000        24      23.0      24.0       0.222827
      0.00     -5.00      14.373100       0.000000       0.000000        24      23.0      24.0       0.222827
      0.00      0.00      10.000000       0.000000       0.000000        24      23.0      24.0       0.222827
      0.00      5.00       5.626900       0.000000       0.000000        24      23.0      24.0       0.222827
     10.00    -20.00      27.492390       0.000000       0.000000        24      23.0      24.0       0.222827
     10.00    -15.00      23.119301       0.000000       0.000000        24      23.0      24.0       0.222827
     10.00    -10.00      18.746201       0.000000       0.000000        24      23.0      24.0       0.222827
     10.00     -5.00      14.373100       0.000000       0.000000        24      23.0      24.0       0.222827
     10.00      0.00      10.000000       0.000000       0.000000        24      23.0      24.0       0.222827
     10.00      5.00       5.626900       0.000000       0.000000        24      23.0      24.0       0.222827
     20.00    -20.00      27.492390       0.000000       0.000000        24      23.0      24.0       0.222827
     20.00    -15.00      23.119301       0.000000       0.000000        24      23.0      24.0       0.222827
     20.00    -10.00      18.746201       0.000000       0.000000        24      23.0      24.0       0.222827
     20.00     -5.00      14.373100       0.000000       0.000000        24      23.0      24.0       0.222827
     20.00      0.00      10.000000       0.000000       0.000000        24      23.0      24.0       0.222827
     20.00      5.00       5.626900       0.000000       0.000000        24      23.0      24.0       0.222827
     30.00    -20.00      27.492390       0.000000       0.000000        24      23.0      24.0       0.222827
     30.00    -15.00      23.119301       0.000000       0.000000        24      23.0      24.0       0.222827
     30.00    -10.00      18.746201       0.000000       0.000000        24      23.0      24.0       0.222827
     30.00     -5.00      14.373100       0.000000       0.000000        24      23.0      24.0       0.222827
     30.00      0.00      10.000000       0.000000       0.000000        24      23.0      24.0       0.222827
     30.00      5.00       5.626900       0.000000       0.000000        24      23.0      24.0       0.222827
     40.00    -20.00      27.492390       0.000000       0.000000        24      23.0      24.0       0.222827
     40.00    -15.00      23.119301       0.000000       0.000000        24      23.0      24.0       0.222827
     40.00    -10.00      18.746201       0.000000       0.000000        24      23.0      24.0       0.222827
     40.00     -5.00      14.373100       0.000000       0.000000        24      23.0      24.0       0.222827
     40.00      0.00      10.000000       0.000000       0.000000        24      23.0      24.0       0.222827
     40.00      5.00       5.626900       0.000000       0.000000        24      23.0      24.0       0.222827
     50.00    -20.00      27.492390       0.025670       0.025670        24      23.0      24.0       0.222827
     50.00    -15.00      23.119301       0.015911       0.015911        24      23.0      24.0       0.222827
     50.00    -10.00      18.746201       0.011027       0.011027        24      23.0      24.0       0.222827
     50.00     -5.00      14.373100       0.009968       0.009968        24      23.0      24.0       0.222827
     50.00      0.00      10.000000       0.016286       0.016286        24      23.0      24.0       0.222827
     50.00      5.00       5.626900       0.014403       0.014403        24      23.0      24.0       0.222827
