     50.93      1.00     27.49    1      7.20
     50.93      1.00     23.12    2      7.20
     41.30      1.00     18.75    3      6.60
     41.30      1.00     14.37    4      6.60
     33.32      1.00     10.00    5      6.00
     33.32      1.00      5.63    6      6.00
