      xloc      yloc          depth         ave SR         max SR         #     start       end     max SR all
    -50.00    -20.00      27.492390       0.013338       0.013338        17      16.0      17.0       0.222827
    -50.00    -15.00      23.119301       0.036862       0.036862        17      16.0      17.0       0.222827
    -50.00    -10.00      18.746201       0.040086       0.040086        17      16.0      17.0       0.222827
    -50.00     -5.00      14.373100       0.027702       0.027702        17      16.0      17.0       0.222827
    -50.00      0.00      10.000000       0.025327       0.025327        17      16.0      17.0       0.222827
    -50.00      5.00       5.626900       0.033686       0.033686        17      16.0      17.0       0.222827
    -40.00    -20.00      27.492390       0.021251       0.021251        17      16.0      17.0       0.222827
    -40.00    -15.00      23.119301       0.031245       0.031245        17      16.0      17.0       0.222827
    -40.00    -10.00      18.746201       0.036064       0.036064        17      16.0      17.0       0.222827
    -40.00     -5.00      14.373100       0.028825       0.028825        17      16.0      17.0       0.222827
    -40.00      0.00      10.000000       0.041429       0.041429        17      16.0      17.0       0.222827
    -40.00      5.00       5.626900       0.047072       0.047072        17      16.0      17.0       0.222827
    -30.00    -20.00      27.492390       0.021106       0.021106        17      16.0      17.0       0.222827
    -30.00    -15.00      23.119301       0.019553       0.019553        17      16.0      17.0       0.222827
    -30.00    -10.00      18.746201       0.025198       0.025198        17      16.0      17.0       0.222827
    -30.00     -5.00      14.373100       0.034483       0.034483        17      16.0      17.0       0.222827
    -30.00      0.00      10.000000       0.053939       0.053939        17      16.0      17.0       0.222827
    -30.00      5.00       5.626900       0.076585       0.076585        17      16.0      17.0       0.222827
    -20.00    -20.00      27.492390       0.029968       0.029968        17      16.0      17.0       0.222827
    -20.00    -15.00      23.119301       0.012945       0.012945        17      16.0      17.0       0.222827
    -20.00    -10.00      18.746201       0.000000       0.000000        17      16.0      17.0       0.222827
    -20.00     -5.00      14.373100       0.000000       0.000000        17      16.0      17.0       0.222827
    -20.00      0.00      10.000000       0.000000       0.000000        17      16.0      17.0       0.222827
    -20.00      5.00       5.626900       0.000000       0.000000        17      16.0      17.0       0.222827
    -10.00    -20.00      27.492390       0.012563       0.012563        17      16.0      17.0       0.222827
    -10.00    -15.00      23.119301       0.000000       0.000000        17      16.0      17.0       0.222827
    -10.00    -10.00      18.746201       0.000000       0.000000        17      16.0      17.0       0.222827
    -10.00     -5.00      14.373100       0.000000       0.000000        17      16.0      17.0       0.222827
    -10.00      0.00      10.000000       0.000000       0.000000        17      16.0      17.0       0.222827
    -10.00      5.00       5.626900       0.000000       0.000000        17      16.0      17.0       0.222827
      0.00    -20.00      27.492390       0.007865       0.007865        17      16.0      17.0       0.222827
      0.00    -15.00      23.119301       0.000000       0.000000        17      16.0      17.0       0.222827
      0.00    -10.00      18.746201       0.000000       0.000000        17      16.0      17.0       0.222827
      0.00     -5.00      14.373100       0.000000       0.000000        17      16.0      17.0       0.222827
      0.00      0.00      10.000000       0.000000       0.000000        17      16.0      17.0       0.222827
      0.00      5.00       5.626900       0.000000       0.000000        17      16.0      17.0       0.222827
     10.00    -20.00      27.492390       0.010129       0.010129        17      16.0      17.0       0.222827
     10.00    -15.00      23.119301       0.000000       0.000000        17      16.0      17.0       0.222827
     10.00    -10.00      18.746201       0.000000       0.000000        17      16.0      17.0       0.222827
     10.00     -5.00      14.373100       0.000000       0.000000        17      16.0      17.0       0.222827
     10.00      0.00      10.000000       0.000000       0.000000        17      16.0      17.0       0.222827
     10.00      5.00       5.626900       0.000000       0.000000        17      16.0      17.0       0.222827
     20.00    -20.00      27.492390       0.027912       0.027912        17      16.0      17.0       0.222827
     20.00    -15.00      23.119301       0.012089       0.012089        17      16.0      17.0       0.222827
     20.00    -10.00      18.746201       0.000000       0.000000        17      16.0      17.0       0.222827
     20.00     -5.00      14.373100       0.000000       0.000000        17      16.0      17.0       0.222827
     20.00      0.00      10.000000       0.000000       0.000000        17      16.0      17.0       0.222827
     20.00      5.00       5.626900       0.000000       0.000000        17      16.0      17.0       0.222827
     30.00    -20.00      27.492390       0.030573       0.030573        17      16.0      17.0       0.222827
     30.00    -15.00      23.119301       0.041065       0.041065        17      16.0      17.0       0.222827
     30.00    -10.00      18.746201       0.035544       0.035544        17      16.0      17.0       0.222827
     30.00     -5.00      14.373100       0.022490       0.022490        17      16.0      17.0       0.222827
     30.00      0.00      10.000000       0.034556       0.034556        17      16.0      17.0       0.222827
     30.00      5.00       5.626900       0.050489       0.050489        17      16.0      17.0       0.222827
     40.00    -20.00      27.492390       0.020157       0.020157        17      16.0      17.0       0.222827
     40.00    -15.00      23.119301       0.026454       0.026454        17      16.0      17.0       0.222827
     40.00    -10.00      18.746201       0.020777       0.020777        17      16.0      17.0       0.222827
     40.00     -5.00      14.373100       0.046495       0.046495        17      16.0      17.0       0.222827
     40.00      0.00      10.000000       0.062716       0.062716        17      16.0      17.0       0.222827
     40.00      5.00       5.626900       0.075422       0.075422        17      16.0      17.0       0.222827
     50.00    -20.00      27.492390       0.022477       0.022477        17      16.0      17.0       0.222827
     50.00    -15.00      23.119301       0.034257       0.034257        17      16.0      17.0       0.222827
     50.00    -10.00      18.746201       0.043713       0.043713        17      16.0      17.0       0.222827
     50.00     -5.00      14.373100       0.054672       0.054672        17      16.0      17.0       0.222827
     50.00      0.00      10.000000       0.060567       0.060567        17      16.0      17.0       0.222827
     50.00      5.00       5.626900       0.071263       0.071263        17      16.0      17.0       0.222827
