      xloc      yloc          depth         ave SR         max SR         #     start       end     max SR all
    -50.00    -20.00      27.492390       0.020714       0.020714        20      19.0      20.0       0.292048
    -50.00    -15.00      23.119301       0.037376       0.037376        20      19.0      20.0       0.292048
    -50.00    -10.00      18.746201       0.038702       0.038702        20      19.0      20.0       0.292048
    -50.00     -5.00      14.373100       0.048307       0.048307        20      19.0      20.0       0.292048
    -50.00      0.00      10.000000       0.060408       0.060408        20      19.0      20.0       0.292048
    -50.00      5.00       5.626900       0.068891       0.068891        20      19.0      20.0       0.292048
    -45.00    -20.00      27.492390       0.022617       0.022617        20      19.0      20.0       0.292048
    -45.00    -15.00      23.119301       0.047547       0.047547        20      19.0      20.0       0.292048
    -45.00    -10.00      18.746201       0.051333       0.051333        20      19.0      20.0       0.292048
    -45.00     -5.00      14.373100       0.067149       0.067149        20      19.0      20.0       0.292048
    -45.00      0.00      10.000000       0.092028       0.092028        20      19.0      20.0       0.292048
    -45.00      5.00       5.626900       0.102859       0.102859        20      19.0      20.0       0.292048
    -40.00    -20.00      27.492390       0.027993       0.027993        20      19.0      20.0       0.292048
    -40.00    -15.00      23.119301       0.048010       0.048010        20      19.0      20.0       0.292048
    -40.00    -10.00      18.746201       0.055479       0.055479        20      19.0      20.0       0.292048
    -40.00     -5.00      14.373100       0.065317       0.065317        20      19.0      20.0       0.292048
    -40.00      0.00      10.000000       0.099718       0.099718        20      19.0      20.0       0.292048
    -40.00      5.00       5.626900       0.103034       0.103034        20      19.0      20.0       0.292048
    -35.00    -20.00      27.492390       0.036623       0.036623        20      19.0      20.0       0.292048
    -35.00    -15.00      23.119301       0.043669       0.043669        20      19.0      20.0       0.292048
    -35.00    -10.00      18.746201       0.044602       0.044602        20      19.0      20.0       0.292048
    -35.00     -5.00      14.373100       0.043476       0.043476        20      19.0      20.0       0.292048
    -35.00      0.00      10.000000       0.076495       0.076495        20      19.0      20.0       0.292048
    -35.00      5.00       5.626900       0.070301       0.070301        20      19.0      20.0       0.292048
    -30.00    -20.00      27.492390       0.041605       0.041605        20      19.0      20.0       0.292048
    -30.00    -15.00      23.119301       0.025471       0.025471        20      19.0      20.0       0.292048
    -30.00    -10.00      18.746201       0.013965       0.013965        20      19.0      20.0       0.292048
    -30.00     -5.00      14.373100       0.011416       0.011416        20      19.0      20.0       0.292048
    -30.00      0.00      10.000000       0.015986       0.015986        20      19.0      20.0       0.292048
    -30.00      5.00       5.626900       0.028356       0.028356        20      19.0      20.0       0.292048
    -25.00    -20.00      27.492390       0.016256       0.016256        20      19.0      20.0       0.292048
    -25.00    -15.00      23.119301       0.000530       0.000530        20      19.0      20.0       0.292048
    -25.00    -10.00      18.746201       0.000000       0.000000        20      19.0      20.0       0.292048
    -25.00     -5.00      14.373100       0.000000       0.000000        20      19.0      20.0       0.292048
    -25.00      0.00      10.000000       0.000000       0.000000        20      19.0      20.0       0.292048
    -25.00      5.00       5.626900       0.000000       0.000000        20      19.0      20.0       0.292048
    -20.00    -20.00      27.492390       0.000000       0.000000        20      19.0      20.0       0.292048
    -20.00    -15.00      23.119301       0.000000       0.000000        20      19.0      20.0       0.292048
    -20.00    -10.00      18.746201       0.000000       0.000000        20      19.0      20.0       0.292048
    -20.00     -5.00      14.373100       0.000000       0.000000        20      19.0      20.0       0.292048
    -20.00      0.00      10.000000       0.000000       0.000000        20      19.0      20.0       0.292048
    -20.00      5.00       5.626900       0.000000       0.000000        20      19.0      20.0       0.292048
