     50.93      1.00     23.77    1      7.20
     41.30      1.00     20.33    2      6.60
     41.30      1.00     16.88    3      6.60
     41.30      1.00     13.44    4      6.60
     33.32      1.00     10.00    5      6.00
     33.32      1.00      6.56    6      6.00
     33.32      1.00      3.12    7      6.00
