   No        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y flag
   46     0.121      27.232550      37.825932      16.883551      5.00      5.00   266.693    45.447   104.074    -35.00    -10.00    0
   47     0.198      27.180241      37.843479      16.883551      5.00      5.00   278.619    45.292    86.594    -30.00    -10.00    0
   48     0.228      27.127899      37.861000      16.883551      5.00      5.00   255.532    54.281    58.779    -25.00    -10.00    0
   49     0.137      27.075541      37.878510      16.883551      5.00      5.00   112.910    37.345    14.334    -20.00    -10.00    1
   50     0.317      27.023149      37.895988      16.883551      5.00      5.00   129.768    27.869     5.146    -15.00    -10.00    1
   51     0.412      26.970739      37.913441      16.883551      5.00      5.00   139.640    55.746   -20.119    -10.00    -10.00    1
   52     0.550      26.918310      37.930882      16.883551      5.00      5.00   254.798    56.073  -147.336     -5.00    -10.00    0
   53     0.573      26.865850      37.948292      16.883551      5.00      5.00   265.578    45.018  -134.270      0.00    -10.00    0
   54     0.603      26.813370      37.965672      16.883551      5.00      5.00   291.610    33.486   -97.497      5.00    -10.00    0
   55     0.609      26.760860      37.983040      16.883551      5.00      5.00   294.581    26.568   -98.110     10.00    -10.00    0
   56     0.656      26.708321      38.000381      16.883551      5.00      5.00   283.352    19.824  -108.647     15.00    -10.00    0
   57     0.704      26.655760      38.017689      16.883551      5.00      5.00   278.039    15.065  -106.621     20.00    -10.00    0
   58     0.631      26.603180      38.034988      16.883551      5.00      5.00   261.699    15.052  -118.509     25.00    -10.00    0
   59     0.491      26.550570      38.052250      16.883551      5.00      5.00   260.986    12.614  -110.433     30.00    -10.00    0
   60     0.357      26.497940      38.069500      16.883551      5.00      5.00   306.528     7.020   -51.832     35.00    -10.00    0
   61     0.235      26.445280      38.086720      16.883551      5.00      5.00   318.245    38.830    -6.684     40.00    -10.00    0
   62     0.139      26.392599      38.103920      16.883551      5.00      5.00   340.026    73.062   -20.500     45.00    -10.00    1
   63     0.120      26.339890      38.121101      16.883551      5.00      5.00   353.499    29.543    22.686     50.00    -10.00    1
   64     0.336      27.373230      37.743061      13.441770      5.00      5.00   265.972    14.696  -174.817    -50.00     -5.00    0
   65     0.405      27.321011      37.760681      13.441770      5.00      5.00   254.277    47.265  -147.353    -45.00     -5.00    0
   66     0.398      27.268770      37.778271      13.441770      5.00      5.00   249.252    50.329  -138.392    -40.00     -5.00    0
   67     0.187      27.216499      37.795830      13.441770      5.00      5.00   248.827    48.310  -145.011    -35.00     -5.00    0
   68     0.099      27.164200      37.813381      13.441770      5.00      5.00   102.574    72.165   -52.365    -30.00     -5.00    1
   69     0.109      27.111879      37.830898      13.441770      5.00      5.00    83.216    55.934   -39.981    -25.00     -5.00    1
   70     0.249      27.059540      37.848389      13.441770      5.00      5.00    94.389    46.932   -38.660    -20.00     -5.00    1
   71     0.387      27.007170      37.865860      13.441770      5.00      5.00   116.886    48.932   -35.547    -15.00     -5.00    1
   72     0.621      26.954781      37.883308      13.441770      5.00      5.00   249.626    55.385  -131.008    -10.00     -5.00    0
   73     0.929      26.902361      37.900742      13.441770      5.00      5.00   260.158    47.442  -123.244     -5.00     -5.00    0
   74     1.101      26.849920      37.918140      13.441770      5.00      5.00   273.406    41.111  -106.170      0.00     -5.00    0
   75     1.123      26.797449      37.935520      13.441770      5.00      5.00   282.468    37.614   -96.115      5.00     -5.00    0
   76     0.976      26.744961      37.952881      13.441770      5.00      5.00   282.517    30.025  -106.169     10.00     -5.00    0
   77     0.920      26.692440      37.970211      13.441770      5.00      5.00   277.245    21.993  -113.605     15.00     -5.00    0
   78     0.929      26.639900      37.987518      13.441770      5.00      5.00   259.306    21.415  -126.945     20.00     -5.00    0
   79     0.842      26.587339      38.004810      13.441770      5.00      5.00   252.885    22.639  -124.538     25.00     -5.00    0
   80     0.657      26.534750      38.022072      13.441770      5.00      5.00   102.775    73.230   -77.580     30.00     -5.00    1
   81     0.510      26.482130      38.039310      13.441770      5.00      5.00   276.129    18.693   -79.502     35.00     -5.00    0
   82     0.453      26.429489      38.056519      13.441770      5.00      5.00   304.908    38.264   -35.537     40.00     -5.00    0
   83     0.268      26.376829      38.073719      13.441770      5.00      5.00   318.923    53.630   -42.426     45.00     -5.00    0
   84     0.113      26.324141      38.090881      13.441770      5.00      5.00   335.464    71.902   -29.347     50.00     -5.00    0
   85     0.332      27.357140      37.712990      10.000000      5.00      5.00   259.321    47.590  -141.881    -50.00      0.00    0
   86     0.518      27.304930      37.730598      10.000000      5.00      5.00   256.401    48.810  -134.033    -45.00      0.00    0
   87     0.535      27.252710      37.748180      10.000000      5.00      5.00   256.656    47.720  -129.778    -40.00      0.00    0
   88     0.451      27.200460      37.765739      10.000000      5.00      5.00   249.787    43.884  -132.594    -35.00      0.00    0
   89     0.399      27.148180      37.783272      10.000000      5.00      5.00   106.189    56.824   -60.422    -30.00      0.00    1
   90     0.411      27.095881      37.800789      10.000000      5.00      5.00    91.960    51.292   -62.200    -25.00      0.00    1
   91     0.447      27.043550      37.818279      10.000000      5.00      5.00    96.409    57.179   -65.599    -20.00      0.00    1
   92     0.607      26.991199      37.835739      10.000000      5.00      5.00   248.832    40.481  -125.929    -15.00      0.00    0
   93     0.898      26.938820      37.853180      10.000000      5.00      5.00   259.316    43.571  -118.119    -10.00      0.00    0
   94     1.260      26.886419      37.870602      10.000000      5.00      5.00   265.844    41.781  -115.368     -5.00      0.00    0
   95     1.498      26.834000      37.888000      10.000000      5.00      5.00   273.455    39.300  -105.183      0.00      0.00    0
   96     1.521      26.781549      37.905369      10.000000      5.00      5.00   278.714    37.622   -98.145      5.00      0.00    0
   97     1.319      26.729080      37.922722      10.000000      5.00      5.00   277.555    34.236  -102.572     10.00      0.00    0
   98     1.145      26.676580      37.940048      10.000000      5.00      5.00   269.044    29.549  -111.048     15.00      0.00    0
   99     1.100      26.624050      37.957352      10.000000      5.00      5.00   255.095    26.887  -123.397     20.00      0.00    0
  100     1.048      26.571510      37.974628      10.000000      5.00      5.00   249.722    26.754  -122.035     25.00      0.00    0
  101     0.835      26.518930      37.991879      10.000000      5.00      5.00   251.000    26.745  -111.746     30.00      0.00    0
  102     0.725      26.466339      38.009121      10.000000      5.00      5.00   273.728    29.725   -79.549     35.00      0.00    0
  103     0.686      26.413710      38.026321      10.000000      5.00      5.00   289.765    38.941   -63.284     40.00      0.00    0
  104     0.441      26.361071      38.043510      10.000000      5.00      5.00   300.712    43.462   -63.046     45.00      0.00    0
  105     0.207      26.308399      38.060669      10.000000      5.00      5.00   308.231    50.322   -64.828     50.00      0.00    0
  106     0.386      27.341061      37.682911       6.558230      5.00      5.00   258.690    53.853  -127.738    -50.00      5.00    0
  107     0.606      27.288870      37.700508       6.558230      5.00      5.00   262.397    47.593  -124.079    -45.00      5.00    0
  108     0.714      27.236660      37.718090       6.558230      5.00      5.00   259.256    45.512  -125.983    -40.00      5.00    0
  109     0.657      27.184429      37.735641       6.558230      5.00      5.00   253.870    42.153  -124.560    -35.00      5.00    0
  110     0.672      27.132170      37.753170       6.558230      5.00      5.00   105.610    56.844   -64.842    -30.00      5.00    1
  111     0.682      27.079880      37.770672       6.558230      5.00      5.00    97.800    54.748   -64.319    -25.00      5.00    1
  112     0.677      27.027580      37.788158       6.558230      5.00      5.00   101.204    57.134   -67.218    -20.00      5.00    1
  113     0.796      26.975241      37.805618       6.558230      5.00      5.00   260.856    35.139  -113.747    -15.00      5.00    0
  114     1.112      26.922880      37.823051       6.558230      5.00      5.00   266.347    38.311  -111.959    -10.00      5.00    0
  115     1.516      26.870501      37.840462       6.558230      5.00      5.00   268.455    38.757  -110.311     -5.00      5.00    0
  116     1.758      26.818100      37.857849       6.558230      5.00      5.00   272.564    37.738  -106.023      0.00      5.00    0
  117     1.792      26.765659      37.875221       6.558230      5.00      5.00   274.612    36.916  -102.339      5.00      5.00    0
  118     1.657      26.713209      37.892559       6.558230      5.00      5.00   271.103    35.407  -104.078     10.00      5.00    0
  119     1.538      26.660730      37.909882       6.558230      5.00      5.00   261.692    34.866  -112.500     15.00      5.00    0
  120     1.348      26.608219      37.927181       6.558230      5.00      5.00   253.744    32.313  -120.171     20.00      5.00    0
  121     1.230      26.555691      37.944450       6.558230      5.00      5.00   103.966    63.994   -71.513     25.00      5.00    1
  122     1.085      26.503139      37.961700       6.558230      5.00      5.00   250.479    31.806  -111.833     30.00      5.00    0
  123     1.004      26.450560      37.978920       6.558230      5.00      5.00   267.648    33.661   -87.538     35.00      5.00    0
  124     0.932      26.397949      37.996120       6.558230      5.00      5.00   283.513    38.384   -72.793     40.00      5.00    0
  125     0.625      26.345320      38.013302       6.558230      5.00      5.00   290.730    40.413   -72.553     45.00      5.00    0
  126     0.337      26.292669      38.030449       6.558230      5.00      5.00   297.028    46.661   -72.326     50.00      5.00    0
  127     0.382      27.324989      37.652828       3.116450      5.00      5.00   264.642    49.969  -122.729    -50.00     10.00    0
  128     0.662      27.272820      37.670429       3.116450      5.00      5.00   265.552    47.146  -118.801    -45.00     10.00    0
  129     0.781      27.220631      37.687988       3.116450      5.00      5.00   260.350    45.328  -121.648    -40.00     10.00    0
  130     0.793      27.168409      37.705540       3.116450      5.00      5.00   256.117    41.785  -120.075    -35.00     10.00    0
  131     0.803      27.116171      37.723061       3.116450      5.00      5.00   249.548    39.888  -118.680    -30.00     10.00    0
  132     0.830      27.063900      37.740559       3.116450      5.00      5.00    98.522    55.369   -66.578    -25.00     10.00    1
  133     0.830      27.011610      37.758041       3.116450      5.00      5.00   101.017    56.635   -67.446    -20.00     10.00    1
  134     0.969      26.959299      37.775490       3.116450      5.00      5.00   261.891    35.690  -112.162    -15.00     10.00    0
  135     1.300      26.906960      37.792919       3.116450      5.00      5.00   268.938    36.566  -108.591    -10.00     10.00    0
  136     1.693      26.854589      37.810322       3.116450      5.00      5.00   269.428    37.518  -108.108     -5.00     10.00    0
  137     1.963      26.802210      37.827702       3.116450      5.00      5.00   272.002    37.339  -105.449      0.00     10.00    0
  138     2.006      26.749790      37.845058       3.116450      5.00      5.00   272.292    36.846  -103.864      5.00     10.00    0
  139     1.831      26.697350      37.862400       3.116450      5.00      5.00   266.626    36.033  -107.508     10.00     10.00    0
  140     1.686      26.644890      37.879711       3.116450      5.00      5.00   260.693    35.646  -112.564     15.00     10.00    0
  141     1.496      26.592400      37.896999       3.116450      5.00      5.00   256.858    33.269  -115.551     20.00     10.00    0
  142     1.368      26.539890      37.914261       3.116450      5.00      5.00   247.817    32.833  -119.242     25.00     10.00    0
  143     1.287      26.487350      37.931499       3.116450      5.00      5.00   251.006    34.046  -110.295     30.00     10.00    0
  144     1.178      26.434790      37.948719       3.116450      5.00      5.00   264.091    35.194   -92.686     35.00     10.00    0
  145     1.033      26.382200      37.965919       3.116450      5.00      5.00   281.260    38.695   -77.476     40.00     10.00    0
  146     0.748      26.329590      37.983089       3.116450      5.00      5.00   287.557    41.676   -75.467     45.00     10.00    0
  147     0.407      26.276960      38.000229       3.116450      5.00      5.00   290.405    44.555   -76.082     50.00     10.00    0
