   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1      27.421591      37.833271      23.767090     0.310   194.498     6.161   107.253   357.151    84.117    88.166    -50.00    -20.00    1
    2      27.369310      37.850910      23.767090     0.359   336.131    86.495    85.983   205.086     5.329   138.832    -45.00    -20.00    0
    3      27.317020      37.868519      23.767090     0.169   136.902    25.353    73.917   334.597    65.705    97.478    -40.00    -20.00    0
    4      27.264700      37.886101      23.767090     0.301    99.137    38.718    97.105   270.061    51.633    84.337    -35.00    -20.00    0
    5      27.212351      37.903671      23.767090     0.404   100.519    47.126   104.918   259.135    44.915    74.502    -30.00    -20.00    0
    6      27.159981      37.921211      23.767090     0.335   110.065    52.323   119.059   247.791    46.224    57.832    -25.00    -20.00    0
    7      27.107580      37.938728      23.767090     0.184    81.396    65.179    87.377   267.625    24.950    95.651    -20.00    -20.00    0
    8      27.055161      37.956219      23.767090     0.212   163.893    31.727    33.133    44.855    73.296   117.372    -15.00    -20.00    1
    9      27.002710      37.973690      23.767090     0.245   174.990    31.707    38.475    50.927    70.913   115.811    -10.00    -20.00    1
   10      26.950239      37.991138      23.767090     0.229   175.917    38.372    28.201    63.115    72.941   124.908     -5.00    -20.00    1
   11      26.897739      38.008560      23.767090     0.183   171.478    58.234     6.283    78.161    84.661   148.079      0.00    -20.00    1
   12      26.845221      38.025959      23.767090     0.166   173.732    87.093    -7.738   264.127    82.272  -177.066      5.00    -20.00    0
   13      26.792690      38.043339      23.767090     0.176   352.624    72.069     9.503   259.674    80.962   161.836     10.00    -20.00    0
   14      26.740120      38.060692      23.767090     0.243   112.848    78.545  -101.598   338.790    16.246   -45.225     15.00    -20.00    1
   15      26.687519      38.078018      23.767090     0.199   101.011    83.379  -102.974   344.424    14.540   -27.341     20.00    -20.00    1
   16      26.634899      38.095329      23.767090     0.242    78.748    84.521  -112.865   335.991    23.478   -13.866     25.00    -20.00    0
   17      26.582260      38.112621      23.767090     0.205   328.154    36.254   -11.473    67.449    83.245  -125.704     30.00    -20.00    0
   18      26.529591      38.129871      23.767090     0.106    50.323    10.266    90.872   229.437    79.735    89.842     35.00    -20.00    1
   19      26.476900      38.147110      23.767090     0.103    66.253    32.551    94.984   240.347    57.588    86.826     40.00    -20.00    1
   20      26.424179      38.164322      23.767090     0.123    36.551    25.741    63.383   245.641    67.152   102.190     45.00    -20.00    1
   21      26.371441      38.181511      23.767090     0.130   182.376    72.041    95.135   346.127    18.656    74.563     50.00    -20.00    1
   22      27.405451      37.803200      20.325319     0.375   218.975     8.775   136.643   351.995    83.988    83.596    -50.00    -15.00    1
   23      27.353201      37.820831      20.325319     0.410   201.531     6.515   132.270   339.077    85.184    85.608    -45.00    -15.00    1
   24      27.300920      37.838440      20.325319     0.263   158.770    15.647    88.937   339.873    74.356    90.298    -40.00    -15.00    1
   25      27.248619      37.856022      20.325319     0.304    93.880    38.727    98.835   262.612    51.817    82.978    -35.00    -15.00    0
   26      27.196289      37.873569      20.325319     0.488   101.881    50.146   103.646   261.132    41.754    74.218    -30.00    -15.00    0
   27      27.143930      37.891109      20.325319     0.414   113.559    53.645   121.480   247.630    46.621    54.646    -25.00    -15.00    1
   28      27.091551      37.908619      20.325319     0.178   105.643    60.581    75.337   313.687    32.576   114.175    -20.00    -15.00    0
   29      27.039150      37.926102      20.325319     0.286   159.460    28.042    33.725    38.954    74.870   113.894    -15.00    -15.00    1
   30      26.986719      37.943569      20.325319     0.310   157.349    32.782    27.602    43.620    75.471   119.714    -10.00    -15.00    1
   31      26.934271      37.961010      20.325319     0.334   158.245    62.814    -8.509   252.156    82.437  -152.556     -5.00    -15.00    0
   32      26.881790      37.978432      20.325319     0.323   168.906    78.229   -12.105   261.412    78.154  -167.969      0.00    -15.00    0
   33      26.829290      37.995819      20.325319     0.318   355.029    85.434    10.826   264.157    79.208   175.351      5.00    -15.00    0
   34      26.776770      38.013191      20.325319     0.308   355.159    55.836    -5.546    88.280    85.413  -145.711     10.00    -15.00    1
   35      26.724211      38.030540      20.325319     0.429   114.933    74.286   -95.300   313.841    16.563   -71.824     15.00    -15.00    0
   36      26.671640      38.047859      20.325319     0.486   112.333    80.238   -93.516   312.254    10.371   -70.380     20.00    -15.00    0
   37      26.619040      38.065159      20.325319     0.403   103.392    80.117   -91.166   290.157     9.951   -83.336     25.00    -15.00    0
   38      26.566410      38.082439      20.325319     0.339    87.610    81.969  -103.861   328.093    15.980   -30.495     30.00    -15.00    0
   39      26.513760      38.099689      20.325319     0.217   239.803    78.063   104.850     7.761    18.969    39.519     35.00    -15.00    1
   40      26.461081      38.116920      20.325319     0.127   209.530    62.224    79.263    51.671    29.624   109.479     40.00    -15.00    1
   41      26.408381      38.134121      20.325319     0.148    54.793    30.930    93.370   230.866    59.130    87.983     45.00    -15.00    1
   42      26.355659      38.151299      20.325319     0.142   238.323    73.652    97.389    33.587    17.899    66.327     50.00    -15.00    1
   43      27.389339      37.773140      16.883551     0.344   347.826    86.777    78.415   242.491    12.019   164.337    -50.00    -10.00    1
   44      27.337099      37.790760      16.883551     0.360   257.847    12.175   179.085   348.741    89.807    77.827    -45.00    -10.00    0
   45      27.284840      37.808350      16.883551     0.242   250.772    25.415  -178.297   159.234    89.269   -64.595    -40.00    -10.00    0
   46      27.232550      37.825932      16.883551     0.121    67.029    46.274    76.126   266.693    45.447   104.074    -35.00    -10.00    0
   47      27.180241      37.843479      16.883551     0.198   103.455    44.810    93.435   278.619    45.292    86.594    -30.00    -10.00    0
   48      27.127899      37.861000      16.883551     0.228   121.606    46.028   125.786   255.532    54.281    58.779    -25.00    -10.00    0
   49      27.075541      37.878510      16.883551     0.137   112.910    37.345    14.334    11.427    81.363   126.475    -20.00    -10.00    1
   50      27.023149      37.895988      16.883551     0.317   129.768    27.869     5.146    35.216    87.597   117.774    -15.00    -10.00    1
   51      26.970739      37.913441      16.883551     0.412   139.640    55.746   -20.119   241.290    73.482  -144.049    -10.00    -10.00    1
   52      26.918310      37.930882      16.883551     0.550   145.109    63.396   -38.626   254.798    56.073  -147.336     -5.00    -10.00    0
   53      26.865850      37.948292      16.883551     0.573   139.631    59.570   -55.066   265.578    45.018  -134.270      0.00    -10.00    0
   54      26.813370      37.965672      16.883551     0.603   120.577    56.838   -85.067   291.610    33.486   -97.497      5.00    -10.00    0
   55      26.760860      37.983040      16.883551     0.609   123.633    63.718   -85.965   294.581    26.568   -98.110     10.00    -10.00    0
   56      26.708321      38.000381      16.883551     0.656   123.085    71.256   -83.425   283.352    19.824  -108.647     15.00    -10.00    0
   57      26.655760      38.017689      16.883551     0.704   115.217    75.578   -85.597   278.039    15.065  -106.621     20.00    -10.00    0
   58      26.603180      38.034988      16.883551     0.631   111.055    76.809   -82.686   261.699    15.052  -118.509     25.00    -10.00    0
   59      26.550570      38.052250      16.883551     0.491   101.881    78.192   -85.533   260.986    12.614  -110.433     30.00    -10.00    0
   60      26.497940      38.069500      16.883551     0.357    88.151    84.486   -94.352   306.528     7.020   -51.832     35.00    -10.00    0
