      xloc      yloc          depth         ave SR         max SR         #     start       end     max SR all
    -50.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
    -50.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
    -50.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
    -50.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
    -50.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
    -50.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
    -50.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
    -45.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
    -45.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
    -45.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
    -45.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
    -45.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
    -45.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
    -45.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
    -40.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
    -40.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
    -40.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
    -40.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
    -40.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
    -40.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
    -40.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
    -35.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
    -35.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
    -35.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
    -35.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
    -35.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
    -35.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
    -35.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
    -30.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
    -30.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
    -30.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
    -30.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
    -30.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
    -30.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
    -30.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
    -25.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
    -25.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
    -25.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
    -25.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
    -25.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
    -25.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
    -25.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
    -20.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
    -20.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
    -20.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
    -20.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
    -20.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
    -20.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
    -20.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
    -15.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
    -15.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
    -15.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
    -15.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
    -15.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
    -15.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
    -15.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
    -10.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
    -10.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
    -10.00    -10.00      16.883551       0.007110       0.007110         2       1.0       2.0       0.254626
    -10.00     -5.00      13.441770       0.043744       0.043744         2       1.0       2.0       0.254626
    -10.00      0.00      10.000000       0.036379       0.036379         2       1.0       2.0       0.254626
    -10.00      5.00       6.558230       0.023531       0.023531         2       1.0       2.0       0.254626
    -10.00     10.00       3.116450       0.006132       0.006132         2       1.0       2.0       0.254626
     -5.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
     -5.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
     -5.00    -10.00      16.883551       0.041710       0.041710         2       1.0       2.0       0.254626
     -5.00     -5.00      13.441770       0.097493       0.097493         2       1.0       2.0       0.254626
     -5.00      0.00      10.000000       0.087645       0.087645         2       1.0       2.0       0.254626
     -5.00      5.00       6.558230       0.071367       0.071367         2       1.0       2.0       0.254626
     -5.00     10.00       3.116450       0.050006       0.050006         2       1.0       2.0       0.254626
      0.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
      0.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
      0.00    -10.00      16.883551       0.045062       0.045062         2       1.0       2.0       0.254626
      0.00     -5.00      13.441770       0.136064       0.136064         2       1.0       2.0       0.254626
      0.00      0.00      10.000000       0.118350       0.118350         2       1.0       2.0       0.254626
      0.00      5.00       6.558230       0.086520       0.086520         2       1.0       2.0       0.254626
      0.00     10.00       3.116450       0.076662       0.076662         2       1.0       2.0       0.254626
      5.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
      5.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
      5.00    -10.00      16.883551       0.049088       0.049088         2       1.0       2.0       0.254626
      5.00     -5.00      13.441770       0.115770       0.115770         2       1.0       2.0       0.254626
      5.00      0.00      10.000000       0.113133       0.113133         2       1.0       2.0       0.254626
      5.00      5.00       6.558230       0.072594       0.072594         2       1.0       2.0       0.254626
      5.00     10.00       3.116450       0.074574       0.074574         2       1.0       2.0       0.254626
     10.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
     10.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
     10.00    -10.00      16.883551       0.008403       0.008403         2       1.0       2.0       0.254626
     10.00     -5.00      13.441770       0.045466       0.045466         2       1.0       2.0       0.254626
     10.00      0.00      10.000000       0.050338       0.050338         2       1.0       2.0       0.254626
     10.00      5.00       6.558230       0.035627       0.035627         2       1.0       2.0       0.254626
     10.00     10.00       3.116450       0.005670       0.005670         2       1.0       2.0       0.254626
     15.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
     15.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
     15.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
     15.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
     15.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
     15.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
     15.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
     20.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
     20.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
     20.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
     20.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
     20.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
     20.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
     20.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
     25.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
     25.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
     25.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
     25.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
     25.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
     25.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
     25.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
     30.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
     30.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
     30.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
     30.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
     30.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
     30.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
     30.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
     35.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
     35.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
     35.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
     35.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
     35.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
     35.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
     35.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
     40.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
     40.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
     40.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
     40.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
     40.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
     40.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
     40.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
     45.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
     45.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
     45.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
     45.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
     45.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
     45.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
     45.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
     50.00    -20.00      23.767090       0.000000       0.000000         2       1.0       2.0       0.254626
     50.00    -15.00      20.325319       0.000000       0.000000         2       1.0       2.0       0.254626
     50.00    -10.00      16.883551       0.000000       0.000000         2       1.0       2.0       0.254626
     50.00     -5.00      13.441770       0.000000       0.000000         2       1.0       2.0       0.254626
     50.00      0.00      10.000000       0.000000       0.000000         2       1.0       2.0       0.254626
     50.00      5.00       6.558230       0.000000       0.000000         2       1.0       2.0       0.254626
     50.00     10.00       3.116450       0.000000       0.000000         2       1.0       2.0       0.254626
