   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1      27.420940      37.996189      19.696190     0.244   209.583    13.637   110.200     8.846    77.216    85.211    -50.00    -20.00    1
    2      27.364361      38.001160      19.696190     0.242   196.166     9.885   100.978     5.026    80.298    88.099    -45.00    -20.00    1
    3      27.307779      38.006111      19.696190     0.262    82.483    43.370    58.792   302.291    54.032   116.081    -40.00    -20.00    0
    4      27.251181      38.011040      19.696190     0.321    84.868    38.490    79.007   278.807    52.341    98.622    -35.00    -20.00    0
    5      27.194580      38.015930      19.696190     0.323    96.047    39.457    96.784   267.288    50.873    84.447    -30.00    -20.00    0
    6      27.137980      38.020802      19.696190     0.239   113.328    40.918   118.036   258.155    54.682    67.834    -25.00    -20.00    0
    7      27.081360      38.025639      19.696190     0.256   132.268    64.166   104.239   282.055    29.260    63.068    -20.00    -20.00    0
    8      27.024740      38.030449      19.696190     0.264   122.238    68.667    83.466   319.714    22.266   106.244    -15.00    -20.00    0
    9      26.968109      38.035240      19.696190     0.246    97.321    66.494    93.281   269.141    23.721    82.503    -10.00    -20.00    0
   10      26.911470      38.040001      19.696190     0.217    65.449    59.954    96.688   232.268    30.713    78.616     -5.00    -20.00    0
   11      26.854820      38.044731      19.696190     0.197    43.886    55.449    82.037   237.742    35.346   101.375      0.00    -20.00    0
   12      26.798189      38.049438      19.696190     0.207    34.663    51.782    63.337   253.728    45.403   119.678      5.00    -20.00    0
   13      26.741529      38.054111      19.696190     0.206    27.623    49.965    49.062   261.063    54.663   127.951     10.00    -20.00    0
   14      26.684860      38.058769      19.696190     0.247    48.049    43.125    50.614   276.413    58.106   120.724     15.00    -20.00    0
   15      26.628189      38.063389      19.696190     0.196    41.628    50.737    58.346   265.876    48.771   122.701     20.00    -20.00    0
   16      26.571510      38.067989      19.696190     0.165   223.920    34.098   145.095   343.938    71.289    60.960     25.00    -20.00    1
